Ref number,Carbon precursors,Sample name,DOI,Year,Title,Sbet (m2g-1),Vtotal (cm3g-1),Vmicro (cm3g-1),P (bar),T (K),Uptake (mmolg-1)
93,Black liquor lignin,C-BLL-ZnCl2,https://doi.org/10.1016/j.joei.2023.101179,2023,Preparation of porous carbon materials from black liquor lignin and its utilization as CO2 adsorbents,896.36,0.3636,0.324,1.0,298.0,2.26
93,Black liquor lignin,C-BLL-KOH,https://doi.org/10.1016/j.joei.2023.101179,2023,Preparation of porous carbon materials from black liquor lignin and its utilization as CO2 adsorbents,1336.5,0.5702,0.5315,1.0,298.0,3.6
93,Black liquor lignin,C-BLL-BMC,https://doi.org/10.1016/j.joei.2023.101179,2023,Preparation of porous carbon materials from black liquor lignin and its utilization as CO2 adsorbents,681.04,0.5398,0.317,1.0,298.0,1.75
93,Black liquor lignin,C-BLL-MgO,https://doi.org/10.1016/j.joei.2023.101179,2023,Preparation of porous carbon materials from black liquor lignin and its utilization as CO2 adsorbents,361.61,0.3416,0.1525,1.0,298.0,1.43
93,Black liquor lignin,C-BLL-ZnCl2,https://doi.org/10.1016/j.joei.2023.101179,2023,Preparation of porous carbon materials from black liquor lignin and its utilization as CO2 adsorbents,896.36,0.3636,0.324,1.0,333.0,1.4
93,Black liquor lignin,C-BLL-KOH,https://doi.org/10.1016/j.joei.2023.101179,2023,Preparation of porous carbon materials from black liquor lignin and its utilization as CO2 adsorbents,1336.5,0.5702,0.5315,1.0,333.0,2.23
93,Black liquor lignin,C-BLL-BMC,https://doi.org/10.1016/j.joei.2023.101179,2023,Preparation of porous carbon materials from black liquor lignin and its utilization as CO2 adsorbents,681.04,0.5398,0.317,1.0,333.0,1.11
93,Black liquor lignin,C-BLL-MgO,https://doi.org/10.1016/j.joei.2023.101179,2023,Preparation of porous carbon materials from black liquor lignin and its utilization as CO2 adsorbents,361.61,0.3416,0.1525,1.0,333.0,0.89
94,wood chips,BC/M/S/T550/R15/H120,https://doi.org/10.1016/j.seppur.2024.129403,2025,Eutectic molten salt assisted fabrication of microporous biochar for greenhouse gases adsorption,974.46,0.51,0.39,1.0,298.0,4.54
95,Rice husk,RHC1,https://doi.org/10.1016/j.cej.2024.151583,2024,Rice husk waste-derived super-biochar with the max surface area and Philic-CO2 textural structure: Boosting effect and mechanism of post-desilication,2385.0,1.22,0.74,1.0,298.0,4.731818182
95,Rice husk,RHC2,https://doi.org/10.1016/j.cej.2024.151583,2024,Rice husk waste-derived super-biochar with the max surface area and Philic-CO2 textural structure: Boosting effect and mechanism of post-desilication,4393.0,2.26,1.02,1.0,298.0,7.761363636
96,wood sawdust,ACHTS200,10.1007/s10450-024-00542-y,2024,"Hydrochar-derived activated carbons from poplar and spruce sawdust: synthesis, characteristics and carbon adsorption performance",787.06,0.4,0.3,1.0,298.0,3.753
96,wood sawdust,ACHTS220,10.1007/s10450-024-00542-y,2024,"Hydrochar-derived activated carbons from poplar and spruce sawdust: synthesis, characteristics and carbon adsorption performance",1231.57,0.62,0.44,1.0,298.0,3.43
99,medicinal herbs,SMPC,https://doi.org/10.1016/j.colsurfa.2023.131327,2023,Ultra-high specific surface area porous carbons derived from Chinese medicinal herbal residues with potential applications in supercapacitors and CO2 capture,3410.0,2.045,1.137,1.0,273.0,3.78
99,medicinal herbs,ARPC,https://doi.org/10.1016/j.colsurfa.2023.131327,2023,Ultra-high specific surface area porous carbons derived from Chinese medicinal herbal residues with potential applications in supercapacitors and CO2 capture,3399.0,2.095,1.181,1.0,273.0,4.1
99,medicinal herbs,DHRPC,https://doi.org/10.1016/j.colsurfa.2023.131327,2023,Ultra-high specific surface area porous carbons derived from Chinese medicinal herbal residues with potential applications in supercapacitors and CO2 capture,3262.0,1.775,1.382,1.0,273.0,4.88
99,medicinal herbs,SMPC,https://doi.org/10.1016/j.colsurfa.2023.131327,2023,Ultra-high specific surface area porous carbons derived from Chinese medicinal herbal residues with potential applications in supercapacitors and CO2 capture,3410.0,2.045,1.137,30.0,298.0,29.0
